,S,K,T,ANN_price
122866,19674.25,19750.0,34,302.42
77132,18816.7,18900.0,37,293.77
149737,19675.45,20500.0,29,29.73
80095,18817.4,20000.0,2,1.02
153641,19811.85,20650.0,64,119.14
170860,21255.05,21400.0,21,207.44
135021,19731.75,20800.0,73,94.26
116813,19996.35,20600.0,3,6.04
113443,19435.3,21000.0,55,21.03
113302,19435.3,20950.0,27,6.04
104174,19434.55,18550.0,3,885.78
108534,19444.0,19800.0,15,48.25
85730,19331.8,19300.0,20,260.06
92375,19979.15,20200.0,7,47.03
132741,19811.35,21000.0,50,40.66
137164,19624.7,20350.0,70,160.96
141656,19140.9,18900.0,59,642.29
88584,19413.75,18400.0,7,1026.1
170568,21255.05,21000.0,7,383.9
139664,18857.25,18950.0,7,120.56
143222,18989.15,20550.0,57,24.87
99063,19526.55,15000.0,148,4827.02
170384,21255.05,21550.0,0,21.77
156076,20096.6,19650.0,8,541.88
107605,19396.45,18500.0,2,890.76
116940,19996.35,21250.0,10,2.85
93500,19745.0,20150.0,41,194.73
150897,19731.8,18850.0,6,938.97
145828,19406.7,20000.0,9,16.48
126913,19528.75,21200.0,2,0.57
135010,19731.75,20150.0,73,298.03
125384,19523.55,20050.0,0,5.03
82465,19322.55,20500.0,17,5.55
164158,20906.4,20350.0,2,629.82
155218,19889.7,20750.0,2,3.85
85472,19331.8,19350.0,6,124.04
128707,19436.1,18800.0,57,948.05
151848,19694.0,19300.0,17,559.66
116589,19819.95,19700.0,48,458.01
141271,19140.9,19950.0,10,7.97
140692,19047.25,19700.0,27,44.72
90772,19749.25,17300.0,9,2466.97
102414,19632.55,20200.0,22,35.09
117467,19993.2,19850.0,2,202.59
140887,19047.25,18000.0,62,1329.63
86354,19355.9,19950.0,10,14.21
92008,19833.15,19350.0,71,859.11
129808,19545.75,19300.0,56,612.65
133419,19794.0,21300.0,21,4.58
100234,19517.0,21450.0,20,2.63
135251,19811.5,18050.0,9,1775.78
173855,21778.7,17400.0,0,4321.65
111748,19347.45,18800.0,8,618.97
168023,21418.65,21550.0,17,180.61
104296,19434.55,18700.0,10,785.85
139174,19122.15,18650.0,36,721.13
125090,19716.45,21600.0,29,4.56
117832,19993.2,19400.0,23,742.22
76041,18755.45,17450.0,3,1356.12
82220,19322.55,19800.0,3,5.79
102831,19543.1,21100.0,0,0.33
123986,19664.7,18800.0,9,919.42
109059,19386.7,18350.0,7,1076.67
131985,19689.85,20700.0,51,64.16
107769,19396.45,20300.0,9,5.17
153901,19802.0,18850.0,7,1005.01
172848,21441.35,22150.0,65,181.14
140519,19047.25,19900.0,13,8.49
78952,18665.5,19450.0,13,7.88
159442,20686.8,20200.0,52,826.06
135006,19731.75,19950.0,73,392.15
169001,21453.1,21900.0,23,78.97
131370,19512.35,20800.0,80,77.16
121149,19901.4,21150.0,8,2.56
129760,19545.75,21250.0,28,5.08
130188,19653.5,19250.0,13,513.65
133125,19794.0,18700.0,7,1144.01
74866,18688.1,17100.0,7,1624.64
175116,21731.4,23050.0,20,7.26
115791,19727.05,19200.0,21,657.02
138541,19281.75,20150.0,66,126.59
92622,19979.15,19600.0,21,524.56
79596,18691.2,20000.0,10,2.03
148831,19443.55,20550.0,17,6.54
134463,19731.75,19250.0,3,543.47
105707,19365.25,18350.0,7,1039.95
131231,19512.35,19100.0,52,749.01
99519,19381.65,19950.0,21,34.46
97160,19753.8,19700.0,17,239.51
81735,19189.05,20200.0,20,8.75
94011,19672.35,20850.0,10,3.55
139884,18857.25,19200.0,21,105.56
85487,19331.8,20100.0,6,5.41
128423,19436.1,21700.0,22,2.4
100610,19517.0,23000.0,146,20.46
118177,20070.0,20600.0,1,5.65
171573,21349.4,22450.0,13,6.93
112434,19253.8,19050.0,7,304.0
133127,19794.0,18850.0,7,994.11
98509,19526.55,19950.0,8,25.06
102222,19632.55,20950.0,8,1.97
79571,18691.2,18750.0,10,119.48
118272,20070.0,19200.0,8,908.66
90620,19749.25,17500.0,2,2220.93
113911,19528.8,21350.0,24,3.64
96884,19646.05,23000.0,517,513.71
84540,19398.5,21000.0,267,508.79
130791,19512.35,20000.0,3,7.44
155726,19889.7,20400.0,37,115.02
160679,20855.1,19000.0,387,3189.12
104679,19434.55,21200.0,45,9.05
169974,21150.15,21200.0,29,335.24
173828,21654.75,18000.0,365,4659.86
134066,19751.05,21000.0,20,6.63
137563,19542.65,21200.0,20,3.37
82550,19322.55,18650.0,24,803.17
104150,19428.3,20000.0,503,1756.4
86790,19355.9,18850.0,80,926.31
113721,19528.8,20000.0,10,25.48
140333,18857.25,25000.0,427,98.4
126682,19638.3,21700.0,62,11.67
151268,19731.8,20350.0,27,50.29
92694,19979.15,20850.0,28,25.05
152569,19783.4,19750.0,16,245.67
86947,19439.4,18550.0,2,914.5
87239,19439.4,20450.0,16,6.82
102562,19632.55,19200.0,50,733.96
110049,19265.8,20500.0,34,12.92
129514,19545.75,20300.0,14,13.48
136078,19671.1,19800.0,15,141.81
77481,18856.85,17450.0,8,1427.02
117492,19993.2,21100.0,2,1.59
173529,21654.75,20150.0,29,1660.76
103666,19428.3,19800.0,13,41.07
153779,19802.0,20050.0,0,19.45
131354,19512.35,19850.0,80,371.83
165006,20926.35,20850.0,1,150.99
149528,19675.45,19200.0,15,607.87
84636,19497.3,20050.0,0,5.01
131971,19689.85,19900.0,51,314.76
89269,19564.5,20200.0,6,6.72
170933,21255.05,21100.0,28,437.63
101103,19597.3,19400.0,31,446.37
131963,19689.85,19500.0,51,551.21
96913,19753.8,18850.0,3,897.19
117584,19993.2,19850.0,9,249.86
90802,19749.25,19250.0,9,573.23
139777,18857.25,18300.0,14,703.64
139656,18857.25,18550.0,7,437.73
99021,19526.55,19750.0,85,451.84
136258,19671.1,19400.0,43,581.86
105453,19465.0,18500.0,71,1268.39
155339,19889.7,19850.0,9,175.71
153298,19811.85,20250.0,15,36.83
76666,18755.45,19000.0,374,1569.65
76737,18816.7,20100.0,2,0.88
76098,18755.45,20350.0,3,0.59
107586,19393.6,19000.0,493,2322.69
174424,21778.7,18200.0,28,3661.56
116571,19819.95,18200.0,48,1776.05
131617,19689.85,19450.0,9,350.88
88768,19413.75,20200.0,14,9.05
173367,21654.75,22200.0,15,35.56
175427,21731.4,23300.0,62,34.57
116263,19819.95,18050.0,13,1792.15
92631,19979.15,20050.0,21,196.31
123088,19674.25,17000.0,461,3981.68
103279,19543.1,20550.0,28,19.56
132677,19811.35,21150.0,29,9.12
165158,20926.35,21200.0,8,54.98
80734,18972.1,16000.0,0,2929.47
83911,19398.5,18950.0,8,508.49
122433,19674.25,17900.0,6,1821.76
115929,19727.05,19900.0,28,193.9
123556,19674.55,19400.0,31,515.95
91229,19749.25,19400.0,72,758.77
106478,19310.15,19850.0,13,25.63
166527,21182.7,19100.0,42,2241.41
136168,19671.1,20400.0,22,27.64
100127,19517.0,20150.0,13,20.26
144049,19133.25,20200.0,56,63.36
115715,19727.05,20800.0,14,5.81
101405,19570.85,21050.0,2,0.89
75815,18826.0,17200.0,41,1765.74
140202,18857.25,20150.0,63,51.3
159322,20686.8,21300.0,31,75.52
88754,19413.75,19500.0,14,141.51
109926,19265.8,20700.0,20,4.42
161398,20937.7,21300.0,50,256.34
150021,19675.45,21000.0,407,1055.22
97953,19733.55,20700.0,23,12.18
135598,19811.5,21300.0,44,13.42
144558,19230.6,18250.0,27,1114.16
148793,19443.55,18650.0,17,895.12
89175,19413.75,20000.0,168,606.87
117900,19993.2,21000.0,30,21.41
137460,19542.65,20400.0,13,6.91
142277,19079.6,18600.0,30,711.63
148253,19425.35,19200.0,27,455.19
118157,20070.0,19600.0,1,488.7
104323,19434.55,20050.0,10,13.54
147188,19395.3,20750.0,0,0.69
127016,19528.75,20100.0,9,17.35
135670,19811.5,17000.0,72,3017.04
169256,21453.1,20700.0,72,1140.13
130651,19653.5,21000.0,83,70.87
125547,19523.55,20500.0,7,4.2
122902,19674.25,21700.0,34,5.11
164032,20997.1,21050.0,80,538.29
112623,19253.8,19650.0,21,64.08
85290,19497.3,19200.0,84,761.87
131630,19689.85,20100.0,9,29.91
96906,19753.8,18400.0,3,1339.18
144193,19133.25,18000.0,147,1772.63
135963,19671.1,19950.0,8,43.56
157205,20133.15,20450.0,28,146.17
119363,20103.1,20250.0,28,210.82
90059,19711.45,18200.0,10,1521.67
99643,19381.65,21450.0,28,3.53
163491,20997.1,20750.0,10,377.19
134839,19731.75,19700.0,31,336.56
166846,21456.65,22350.0,6,6.53
100625,19517.0,21000.0,237,485.76
157753,20267.9,19900.0,20,530.67
107760,19396.45,19850.0,9,23.03
79560,18691.2,18200.0,10,566.21
80227,18817.4,18250.0,9,624.91
82460,19322.55,20200.0,17,8.89
168017,21418.65,21250.0,17,377.02
120175,20192.35,20800.0,76,216.29
128755,19436.1,20150.0,57,130.62
88610,19413.75,19700.0,7,30.8
86460,19355.9,18550.0,17,889.82
149778,19675.45,17000.0,43,2799.1
81506,19189.05,18550.0,6,674.64
127881,19436.1,19250.0,8,296.56
164759,20906.4,20900.0,44,410.24
149249,19443.55,17000.0,409,3658.16
175010,21731.4,22700.0,13,7.62
147715,19395.3,20800.0,49,23.32
165308,20926.35,20650.0,15,435.72
143445,19133.25,19350.0,0,22.61
75220,18688.1,17100.0,42,1744.61
120436,20133.3,19750.0,10,482.39
169148,21453.1,21650.0,37,276.84
172709,21441.35,22700.0,30,15.45
129165,19436.1,18500.0,267,2021.56
80685,18817.4,19000.0,184,917.81
96585,19646.05,19900.0,34,197.55
132361,19811.35,20000.0,8,74.47
145834,19406.7,20300.0,9,5.7
131531,19689.85,21000.0,2,1.04
104671,19434.55,20450.0,45,43.69
161633,20901.15,19900.0,0,1039.73
133411,19794.0,20900.0,21,7.98
168568,21453.1,22850.0,2,1.43
109116,19386.7,21200.0,7,1.16
160646,20855.1,20000.0,114,1414.38
140198,18857.25,19950.0,63,74.37
89090,19413.75,19250.0,77,639.27
164870,20906.4,21300.0,79,352.08
127482,19528.75,19800.0,86,424.06
87813,19384.3,17750.0,8,1668.79
137804,19542.65,19650.0,69,432.41
147323,19395.3,20750.0,7,1.78
144743,19230.6,19800.0,55,164.58
99448,19381.65,20800.0,14,2.77
166085,21182.7,22050.0,7,6.57
111783,19347.45,20550.0,8,2.28
128955,19436.1,19700.0,85,418.46
100708,19597.3,20900.0,3,1.27
120258,20192.35,19000.0,468,2832.94
103574,19428.3,20650.0,6,1.78
130350,19653.5,21300.0,20,3.56
157158,20133.15,17600.0,28,2605.67
84332,19398.5,20000.0,57,148.24
137704,19542.65,20900.0,41,15.27
114496,19574.9,19800.0,23,145.56
128121,19436.1,19850.0,15,41.61
165310,20926.35,20750.0,15,344.75
74387,18755.9,19450.0,15,15.54
174363,21778.7,22000.0,21,156.87
102545,19632.55,13000.0,50,6591.45
156741,20133.15,20450.0,0,13.64
89250,19564.5,19250.0,6,367.15
94766,19680.6,20450.0,9,6.63
137718,19542.65,21600.0,41,6.56
79909,18691.2,19000.0,66,296.76
125361,19523.55,18900.0,0,670.36
108031,19396.45,20350.0,37,28.1
116290,19819.95,19950.0,13,113.42
88760,19413.75,19800.0,14,36.67
95066,19680.6,20600.0,37,36.29
164607,20906.4,20950.0,23,256.75
152090,19694.0,22000.0,38,5.11
120970,19901.4,19650.0,1,333.6
132672,19811.35,20600.0,29,31.15
85188,19497.3,19300.0,56,550.11
92215,19979.15,19900.0,0,129.81
134738,19731.75,20950.0,17,5.81
169831,21150.15,22750.0,15,3.27
119792,20192.35,20350.0,13,107.18
144196,19133.25,21000.0,147,114.53
127219,19528.75,19350.0,23,394.69
140380,19047.25,19350.0,6,32.79
138988,19122.15,20600.0,15,2.81
137562,19542.65,21150.0,20,3.54
134790,19731.75,19600.0,24,357.44
110696,19306.05,20650.0,31,8.7
137426,19542.65,18600.0,13,1012.69
137642,19542.65,21050.0,34,8.24
120698,20133.3,20900.0,31,35.31
86054,19331.8,19750.0,83,336.94
170359,21255.05,20300.0,0,995.5
141253,19140.9,19050.0,10,248.41
168488,21418.65,22000.0,374,1477.47
121993,19742.35,20400.0,14,23.28
92380,19979.15,20450.0,7,17.0
114155,19528.8,20000.0,206,846.72
144959,19411.75,18900.0,3,576.38
131534,19689.85,21150.0,2,0.88
120758,20133.3,21100.0,38,30.74
168135,21418.65,22400.0,24,24.54
88462,19413.75,19500.0,0,47.39
163477,20997.1,19900.0,10,1159.78
137245,19624.7,22000.0,161,81.94
140614,19047.25,19600.0,20,37.16
111993,19347.45,19900.0,29,59.56
157188,20133.15,19600.0,28,727.74
150793,19765.2,20600.0,70,141.49
117413,19996.35,21000.0,290,848.18
146307,19406.7,19300.0,79,635.9
152989,19783.4,21000.0,401,1105.03
148390,19425.35,25000.0,48,4.91
83322,19389.0,18000.0,23,1457.49
75558,18826.0,17100.0,13,1771.18
168038,21418.65,22300.0,17,17.38
109095,19386.7,20150.0,7,5.77
74365,18755.9,18350.0,15,520.26
112732,19253.8,22000.0,28,2.49
76054,18755.45,18150.0,3,651.82
123447,19674.55,21700.0,17,2.36
138376,19281.75,18200.0,38,1273.2
79886,18691.2,18700.0,38,332.95
109996,19265.8,15000.0,34,4303.84
117241,19996.35,19900.0,45,434.67
161172,20937.7,21850.0,22,23.93
175099,21731.4,22200.0,20,61.37
149914,19675.45,18700.0,71,1307.24
77657,18856.85,19250.0,15,36.63
98503,19526.55,19650.0,8,100.41
86043,19331.8,19150.0,83,699.74
128309,19436.1,18850.0,22,734.41
118890,20103.1,19900.0,0,258.23
164099,20997.1,21000.0,199,1138.48
79911,18691.2,19100.0,66,251.44
108191,19396.45,17500.0,128,2338.87
77904,18856.85,20200.0,71,45.53
174862,21731.4,22850.0,6,4.23
106202,19365.25,20100.0,70,157.03
165792,20926.35,20000.0,106,1428.3
152792,19783.4,20500.0,37,69.37
75921,18826.0,18300.0,76,914.78
132238,19811.35,19900.0,1,59.11
163207,20969.4,20700.0,83,789.16
146146,19406.7,19550.0,30,241.08
97239,19753.8,21450.0,24,4.06
153047,19811.85,20550.0,1,4.78
96250,19646.05,21000.0,6,1.55
173562,21654.75,21900.0,29,213.8
140024,18857.25,18650.0,35,518.9
153300,19811.85,20350.0,15,30.43
148267,19425.35,20000.0,27,53.92
121839,19742.35,19850.0,7,106.58
163264,20969.4,19000.0,111,2389.12
113391,19435.3,19450.0,34,318.84
82930,19322.55,21000.0,542,1176.78
142199,19079.6,18800.0,23,498.43
104317,19434.55,19750.0,10,39.59
132716,19811.35,19700.0,50,483.99
118294,20070.0,20300.0,8,55.14
133302,19794.0,21200.0,14,2.96
89234,19564.5,18450.0,6,1107.2
76836,18816.7,18150.0,9,708.71
174981,21731.4,21250.0,13,623.29
130825,19512.35,21700.0,3,0.19
89088,19413.75,19150.0,77,709.39
126295,19638.3,20100.0,13,31.51
121811,19742.35,18450.0,7,1351.08
165023,20926.35,21700.0,1,5.11
121658,19742.35,18250.0,0,1516.13
76397,18755.45,18850.0,24,206.93
104772,19434.55,19750.0,73,333.84
117948,19993.2,20900.0,44,55.41
151564,19731.8,23000.0,405,362.56
106102,19365.25,20300.0,42,46.0
99973,19517.0,18400.0,6,1130.01
170861,21255.05,21450.0,21,183.58
172184,21441.35,20950.0,2,583.65
141556,19140.9,21200.0,31,4.33
93469,19745.0,18500.0,41,1442.16
126833,19638.3,16000.0,454,4790.2
138136,19281.75,20800.0,10,1.98
127250,19528.75,20950.0,23,5.69
124888,19716.45,21350.0,15,2.75
143803,19133.25,19350.0,21,147.75
132717,19811.35,19750.0,50,451.92
119905,20192.35,19000.0,20,1265.75
138732,19122.15,20400.0,1,0.91
156562,20096.6,19900.0,57,580.34
94400,19672.35,21000.0,66,50.13
150623,19765.2,17900.0,42,2029.06
88986,19413.75,19350.0,49,432.0
103668,19428.3,19900.0,13,30.56
116898,19996.35,19100.0,10,940.93
168127,21418.65,22000.0,24,53.86
171529,21349.4,19800.0,13,1608.84
105048,19465.0,20800.0,8,1.92
166981,21456.65,20350.0,13,1194.45
90652,19749.25,19450.0,2,342.61
92242,19979.15,21250.0,0,0.79
76873,18816.7,20000.0,9,2.32
172110,21349.4,25000.0,370,277.28
78789,18665.5,19100.0,6,15.36
90497,19711.45,20100.0,73,296.2
137943,19542.65,19500.0,796,2951.39
170735,21255.05,20250.0,14,1090.14
90816,19749.25,19950.0,9,66.75
98129,19733.55,19200.0,58,851.25
89247,19564.5,19100.0,6,506.42
94178,19672.35,20100.0,24,74.93
99613,19381.65,19950.0,28,58.79
127729,19436.1,21700.0,1,-0.1
92013,19833.15,19600.0,71,650.73
152073,19694.0,20500.0,38,58.56
167872,21418.65,22350.0,10,7.07
175157,21731.4,18100.0,27,3709.01
153199,19811.85,21550.0,8,1.6
138127,19281.75,20350.0,10,4.56
142025,19079.6,19400.0,9,47.22
148941,19443.55,20500.0,24,10.87
102587,19632.55,20500.0,50,76.9
133027,19794.0,21150.0,0,0.71
106377,19310.15,21250.0,6,0.91
133406,19794.0,20650.0,21,21.31
138342,19281.75,20100.0,31,36.08
137963,19281.75,18800.0,3,553.38
167408,21456.65,22450.0,41,49.59
100799,19597.3,19600.0,10,162.68
114427,19574.9,20500.0,16,8.07
157382,20133.15,19550.0,56,891.49
149032,19443.55,17500.0,45,2114.34
97225,19753.8,19750.0,24,259.26
79799,18691.2,19000.0,31,147.05
76877,18816.7,20200.0,9,1.84
86203,19355.9,18600.0,3,773.9
139885,18857.25,19250.0,21,85.1
175015,21731.4,22950.0,13,5.69
123508,19674.55,21450.0,24,3.87
74119,18755.9,18650.0,1,150.99
108640,19444.0,19550.0,29,235.45
174738,21778.7,19000.0,91,3083.97
86361,19355.9,20300.0,10,5.04
99534,19381.65,21500.0,21,2.48
84909,19497.3,20650.0,14,4.81
106463,19310.15,19100.0,13,339.66
127493,19528.75,20650.0,86,117.24
96917,19753.8,19050.0,3,713.99
77709,18856.85,18550.0,22,469.37
139332,19122.15,19850.0,64,147.48
125774,19523.55,21450.0,21,2.71
141443,19140.9,19500.0,24,114.3
121827,19742.35,19250.0,7,590.71
164785,20906.4,22200.0,44,25.25
101122,19597.3,16000.0,52,3707.33
144988,19411.75,20350.0,3,3.7
84991,19497.3,18450.0,21,1120.76
140515,19047.25,19700.0,13,21.52
75439,18826.0,18250.0,6,626.63
78058,18771.25,19750.0,0,1.44
118844,20070.0,21000.0,470,1460.95
157754,20267.9,19950.0,20,485.78
116204,19819.95,21250.0,6,1.55
143376,18989.15,19000.0,239,1268.05
148175,19425.35,21250.0,20,2.84
142918,18989.15,20400.0,15,3.31
164701,20906.4,22500.0,30,7.64
164936,20906.4,23000.0,198,195.1
123134,19674.55,18850.0,3,839.14
93359,19745.0,20700.0,20,11.67
153442,19811.85,19950.0,29,232.56
121810,19742.35,18400.0,7,1400.84
86208,19355.9,18850.0,3,539.96
92397,19979.15,21300.0,7,1.82
104654,19434.55,19600.0,45,296.01
93021,19745.0,17000.0,6,2791.66
136694,19624.7,19550.0,7,178.99
146057,19406.7,21150.0,23,3.66
134610,19731.75,20350.0,10,15.92
131960,19689.85,19350.0,51,673.72
125357,19523.55,18700.0,0,855.88
170739,21255.05,20500.0,14,884.17
126498,19638.3,19400.0,27,458.5
88432,19413.75,18000.0,0,1405.71
123324,19674.55,20950.0,10,2.61
122724,19674.25,19900.0,20,136.32
113865,19528.8,19050.0,24,638.76
106606,19310.15,19800.0,20,37.39
90045,19711.45,16600.0,10,3082.42
158165,20267.9,21650.0,90,79.53
93865,19672.35,21400.0,3,0.73
125366,19523.55,19150.0,0,438.46
116793,19996.35,19600.0,3,432.1
114865,19611.05,21150.0,1,0.77
151536,19731.8,23000.0,132,19.04
150068,19765.2,19100.0,0,706.58
115981,19727.05,20050.0,49,233.93
131717,19689.85,18000.0,16,1743.62
143711,19133.25,19500.0,14,48.86
83895,19398.5,18150.0,8,1257.22
150244,19765.2,20850.0,7,3.75
107991,19396.45,16000.0,37,3452.74
111261,19342.65,19450.0,23,194.42
132666,19811.35,19850.0,29,283.58
84595,19497.3,18000.0,0,1480.41
151763,19694.0,21150.0,10,2.32
157557,20267.9,20700.0,6,20.75
75933,18826.0,18950.0,76,436.26
144275,19230.6,19800.0,6,12.18
84157,19398.5,19350.0,22,267.02
130772,19512.35,19050.0,3,529.06
140221,18857.25,21100.0,63,10.7
167281,21456.65,22500.0,27,24.34
136210,19671.1,19750.0,29,262.6
125044,19716.45,19200.0,29,707.6
127399,19528.75,20300.0,58,122.82
77129,18816.7,18750.0,37,369.47
99615,19381.65,20050.0,28,41.61
132384,19811.35,21150.0,8,2.08
103754,19428.3,17800.0,20,1720.76
81734,19189.05,20100.0,20,10.88
124718,19716.45,18400.0,8,1334.1
117250,19996.35,20400.0,45,187.91
84425,19398.5,19150.0,85,730.65
74380,18755.9,19100.0,15,46.55
134744,19731.75,21250.0,17,3.36
102568,19632.55,19550.0,50,458.18
81542,19189.05,20350.0,6,2.04
79364,18691.2,15000.0,3,3636.73
165348,20926.35,25000.0,15,1.47
129504,19545.75,19800.0,14,80.75
152910,19783.4,20350.0,65,209.31
131202,19512.35,20850.0,31,10.46
132608,19811.35,20250.0,22,63.18
144036,19133.25,19550.0,56,235.53
137064,19624.7,21450.0,42,8.42
80680,18817.4,16000.0,184,3302.39
167679,21418.65,21900.0,3,13.57
141445,19140.9,19600.0,24,73.11
167637,21418.65,19800.0,3,1644.18
175084,21731.4,21450.0,20,484.95
123844,19664.7,19200.0,2,514.33
119800,20192.35,20750.0,13,25.5
108547,19444.0,20750.0,15,3.93
171790,21349.4,18000.0,34,3455.83
160042,20855.1,22050.0,9,4.1
114830,19611.05,19400.0,1,254.05
116131,19727.05,22000.0,476,787.54
166810,21456.65,20550.0,6,970.73
104187,19434.55,19200.0,3,293.44
116148,19819.95,17950.0,6,1859.49
138685,19122.15,18000.0,1,1162.7
114030,19528.8,19500.0,52,427.5
157414,20133.15,21250.0,56,58.71
150071,19765.2,19250.0,0,567.44
117006,19996.35,17500.0,17,2516.2
88101,19384.3,19550.0,22,164.84
127195,19528.75,17800.0,23,1817.89
114856,19611.05,20700.0,1,1.56
89919,19711.45,18300.0,3,1395.68
75201,18688.1,19000.0,28,131.9
97323,19753.8,21250.0,31,7.75
165558,20926.35,22200.0,29,11.46
129651,19545.75,21200.0,21,3.55
173450,21654.75,22200.0,22,58.17
121594,19901.4,17000.0,99,3231.93
92997,19979.15,16000.0,525,5222.97
111610,19347.45,19050.0,1,332.62
153511,19811.85,19950.0,36,280.88
135142,19811.5,19300.0,2,537.91
160221,20855.1,18100.0,23,2812.87
96256,19646.05,21300.0,6,1.21
110497,19306.05,21100.0,10,1.62
152992,19783.4,24000.0,401,198.01
149325,19675.45,21250.0,1,0.65
138736,19122.15,20600.0,1,0.73
154475,19802.0,19000.0,217,1747.77
113914,19528.8,21500.0,24,3.1
121815,19742.35,18650.0,7,1165.18
102397,19632.55,19350.0,22,459.39
94262,19672.35,19800.0,38,300.47
87094,19439.4,19800.0,9,30.84
86201,19355.9,18450.0,3,898.59
141055,19047.25,25000.0,153,14.41
87426,19439.4,18950.0,51,775.02
91568,19833.15,19800.0,8,152.37
81494,19189.05,17950.0,6,1241.07
133477,19794.0,21250.0,28,7.4
99443,19381.65,20450.0,14,5.88
153143,19811.85,18750.0,8,1117.83
97161,19753.8,19750.0,17,210.93
101000,19597.3,20200.0,24,38.01
88619,19413.75,20150.0,7,6.0
133937,19751.05,20450.0,13,16.86
137243,19624.7,20000.0,161,713.66
173714,21654.75,21200.0,64,872.22
133629,19794.0,19150.0,77,1051.7
140526,19047.25,20250.0,13,4.21
110811,19306.05,19300.0,59,445.73
146685,19443.5,20850.0,15,3.25
143172,18989.15,16000.0,57,3165.64
171363,21349.4,20950.0,6,504.32
146542,19443.5,19200.0,8,346.69
166478,21182.7,22000.0,28,32.4
133732,19794.0,23000.0,168,45.61
104215,19434.55,20600.0,3,1.31
162518,20969.4,18500.0,6,2524.99
95769,19659.9,19600.0,21,290.51
100027,19517.0,21100.0,6,1.27
112193,19347.45,19000.0,120,982.89
111655,19347.45,21300.0,1,0.14
145468,19411.75,19450.0,52,407.01
134626,19731.75,21150.0,10,2.26
139351,19122.15,20800.0,64,23.03
104884,19465.0,18400.0,1,1057.47
162340,20901.15,22100.0,49,44.22
112826,19253.8,18000.0,56,1480.41
149262,19443.55,19500.0,772,2830.65
108297,19444.0,20800.0,1,0.88
163381,20997.1,22300.0,3,1.59
81442,18972.1,18500.0,183,1336.95
101839,19570.85,18900.0,51,947.29
145332,19411.75,20900.0,24,5.86
100333,19517.0,20950.0,27,6.9
85612,19331.8,20150.0,13,8.04
98288,19733.55,22000.0,149,73.65
144625,19230.6,21700.0,27,2.49
81071,18972.1,19700.0,15,14.67
109823,19265.8,19150.0,13,262.7
172489,21441.35,21050.0,16,571.92
108897,19444.0,21000.0,309,661.49
84911,19497.3,20750.0,14,3.79
96029,19659.9,19450.0,63,626.78
91800,19833.15,19800.0,22,258.29
163618,20997.1,19600.0,17,1488.88
119030,20103.1,20350.0,7,42.87
144224,19133.25,22000.0,420,470.32
120671,20133.3,21600.0,24,5.79
107717,19396.45,16900.0,9,2493.32
123865,19664.7,20250.0,2,5.72
106041,19365.25,20700.0,28,7.65
