,S,K,T,ANN_price
163081,20969.4,19300.0,48,1878.98
137303,19542.65,19100.0,6,509.48
154208,19802.0,19850.0,28,271.01
117916,19993.2,18800.0,44,1362.88
129253,19545.75,19200.0,0,399.16
148344,19425.35,19200.0,48,563.5
147558,19395.3,21700.0,21,2.27
130500,19653.5,19550.0,34,394.66
150245,19765.2,20900.0,7,3.3
138891,19122.15,21300.0,8,0.99
143736,19133.25,20750.0,14,2.54
139666,18857.25,19050.0,7,79.96
76809,18816.7,11000.0,9,7646.65
171040,21255.05,21700.0,35,159.34
115126,19611.05,19700.0,22,201.28
120321,20133.3,21150.0,3,2.69
114533,19574.9,24000.0,23,2.3
155512,19889.7,20050.0,23,176.37
81239,18972.1,19800.0,29,26.88
140075,18857.25,21200.0,35,3.94
133775,19751.05,19000.0,6,796.53
105581,19365.25,18200.0,0,1175.94
110973,19342.65,19650.0,2,16.12
144552,19230.6,17700.0,27,1636.63
109231,19386.7,19900.0,14,28.71
99967,19517.0,18100.0,6,1425.06
149175,19443.55,19500.0,73,492.09
105339,19465.0,18400.0,43,1231.37
79421,18691.2,19400.0,3,4.45
78022,18771.25,17950.0,0,833.5
110714,19306.05,24000.0,31,3.05
116184,19819.95,20250.0,6,17.16
76880,18816.7,20350.0,9,1.67
86800,19355.9,19400.0,80,515.83
100887,19597.3,19000.0,17,710.92
161033,20937.7,21450.0,15,34.1
148277,19425.35,20750.0,27,7.71
105134,19465.0,18850.0,15,705.59
117156,19996.35,19300.0,24,833.95
138403,19281.75,19750.0,38,153.3
147812,19395.3,20100.0,77,196.71
135856,19671.1,21100.0,1,0.7
125635,19523.55,18500.0,14,1117.81
132508,19811.35,21000.0,15,5.49
143224,18989.15,20650.0,57,20.96
165156,20926.35,21100.0,8,85.52
172144,21441.35,18800.0,2,2709.47
93737,19745.0,20000.0,251,1183.85
152459,19783.4,20500.0,9,9.34
160243,20855.1,19600.0,23,1377.55
121818,19742.35,18800.0,7,1004.82
155524,19889.7,20850.0,23,14.37
97772,19733.55,19600.0,9,236.95
114332,19574.9,19900.0,9,36.75
74994,18688.1,16000.0,14,2718.21
150208,19765.2,19050.0,7,785.64
156693,20133.15,17950.0,0,2175.29
111619,19347.45,19500.0,1,27.6
117746,19993.2,21400.0,16,3.42
106474,19310.15,19650.0,13,44.66
153284,19811.85,19550.0,15,417.18
138702,19122.15,18900.0,1,294.95
117255,19996.35,21000.0,45,46.13
106657,19310.15,19350.0,27,258.18
80753,18972.1,17450.0,0,1509.7
94094,19672.35,19100.0,17,704.42
142904,18989.15,19650.0,15,25.84
117378,19996.35,18000.0,108,2360.23
154300,19802.0,20650.0,35,39.18
148109,19425.35,17400.0,20,2091.19
148811,19443.55,19550.0,17,168.08
80261,18817.4,19950.0,9,2.85
141141,19140.9,20050.0,3,4.03
128413,19436.1,21450.0,22,2.72
112537,19253.8,19050.0,14,351.5
149790,19675.45,18800.0,43,1094.22
143864,19133.25,17900.0,28,1364.87
101706,19570.85,20500.0,23,18.57
129644,19545.75,20850.0,21,6.16
146737,19443.5,18500.0,22,1048.45
98610,19526.55,19550.0,15,198.36
143459,19133.25,20050.0,0,2.66
150079,19765.2,19650.0,0,195.17
153646,19811.85,21200.0,64,39.45
154513,19794.7,18000.0,6,1828.9
117737,19993.2,20950.0,16,7.18
85757,19331.8,20650.0,20,5.24
104231,19434.55,21400.0,3,0.42
101842,19570.85,19050.0,51,823.8
120916,20133.3,23000.0,192,86.13
100438,19517.0,18800.0,55,996.1
147500,19395.3,18700.0,21,841.57
139787,18857.25,18900.0,14,200.18
170037,21150.15,19450.0,36,1918.54
137825,19542.65,20700.0,69,69.89
91582,19833.15,20500.0,8,7.85
152960,19783.4,21000.0,128,210.43
171963,21349.4,21250.0,41,466.72
112541,19253.8,19250.0,14,194.77
79545,18691.2,17100.0,10,1623.23
125385,19523.55,20100.0,0,5.0
172155,21441.35,19400.0,2,2121.67
114209,19574.9,19250.0,2,372.16
143882,19133.25,19000.0,28,388.51
106261,19365.25,22000.0,133,36.66
126000,19523.55,19300.0,63,644.23
171672,21349.4,22050.0,20,32.94
138511,19281.75,17500.0,66,2044.39
104567,19434.55,20000.0,24,38.98
136543,19624.7,19500.0,0,188.18
116179,19819.95,20000.0,6,54.09
110003,19265.8,17800.0,34,1597.58
124773,19716.45,21250.0,8,1.75
150482,19765.2,19750.0,21,269.44
91395,19833.15,18900.0,1,915.41
134882,19731.75,19650.0,45,442.11
131363,19512.35,20300.0,80,186.32
139969,18857.25,19700.0,28,28.03
133028,19794.0,21200.0,0,0.65
132167,19689.85,21000.0,170,329.76
101132,19597.3,19000.0,52,884.34
101509,19570.85,20650.0,9,4.07
147936,19425.35,20500.0,6,3.15
101808,19570.85,19300.0,30,509.97
158240,20686.8,18500.0,3,2233.23
130763,19512.35,18300.0,3,1258.92
105474,19465.0,20500.0,71,89.55
130444,19653.5,19950.0,27,144.65
80330,18817.4,18400.0,16,529.95
171161,21255.05,20600.0,70,1064.73
108967,19386.7,20450.0,0,1.11
149992,19675.45,23000.0,134,19.4
145297,19411.75,19150.0,24,474.77
145911,19406.7,19100.0,16,466.41
88388,19384.3,20000.0,260,964.65
168248,21418.65,20650.0,38,1012.17
97801,19733.55,21050.0,9,2.03
133619,19794.0,14000.0,77,5853.35
142977,18989.15,19350.0,22,101.19
99292,19381.65,18600.0,7,842.55
97613,19733.55,17500.0,2,2212.62
109113,19386.7,21050.0,7,1.31
144364,19230.6,17700.0,13,1597.28
110356,19306.05,21100.0,3,0.56
93804,19672.35,18350.0,3,1366.23
96137,19659.9,21000.0,154,260.63
161677,20901.15,22100.0,0,1.45
162084,20901.15,21000.0,21,222.49
139302,19122.15,16000.0,64,3308.46
104230,19434.55,21350.0,3,0.46
126170,19638.3,19900.0,6,33.38
92691,19979.15,20500.0,28,60.16
77649,18856.85,18850.0,15,193.69
161147,20937.7,20600.0,22,535.79
86212,19355.9,19050.0,3,349.12
91724,19833.15,20500.0,15,19.46
165553,20926.35,21950.0,29,23.52
142021,19079.6,19200.0,9,118.38
162433,20901.15,22150.0,84,101.45
119509,20103.1,20100.0,77,533.94
152669,19783.4,20900.0,23,9.96
123000,19674.25,21000.0,69,53.99
87677,19384.3,17950.0,1,1481.35
137163,19624.7,20300.0,70,175.74
139976,18857.25,20400.0,28,6.38
121714,19742.35,21200.0,0,0.63
174672,21778.7,22150.0,63,303.73
140484,19047.25,18100.0,13,1028.73
173674,21654.75,21450.0,36,529.81
132995,19794.0,19550.0,0,312.57
150233,19765.2,20300.0,7,17.85
133794,19751.05,19950.0,6,62.52
167611,21456.65,26000.0,377,178.84
155135,19794.7,23000.0,216,88.25
155365,19889.7,21150.0,9,2.48
75605,18826.0,19650.0,13,6.58
77656,18856.85,19200.0,15,47.77
118538,20070.0,19000.0,22,1164.57
163109,20969.4,21150.0,48,339.05
109311,19386.7,20500.0,21,7.27
171052,21255.05,22300.0,35,30.87
149673,19675.45,20600.0,22,19.56
90111,19711.45,20850.0,10,3.71
155940,20096.6,19800.0,1,363.15
104415,19434.55,18550.0,17,957.62
121289,19901.4,21600.0,15,2.67
112464,19253.8,20550.0,7,1.7
152086,19694.0,21150.0,38,12.29
81806,19189.05,18400.0,27,921.2
168997,21453.1,21700.0,23,163.59
75430,18826.0,17800.0,6,1040.97
96702,19646.05,19000.0,62,965.6
93843,19672.35,20300.0,3,5.82
93985,19672.35,19550.0,10,252.73
164912,20906.4,17000.0,107,4178.32
117206,19996.35,20000.0,31,304.27
106366,19310.15,20700.0,6,1.49
132365,19811.35,20200.0,8,29.68
94943,19680.6,19600.0,23,310.4
133506,19794.0,19000.0,49,1047.35
138093,19281.75,18600.0,10,799.62
160466,20855.1,18100.0,51,2908.68
87830,19384.3,18600.0,8,838.41
104438,19434.55,19750.0,17,67.8
161583,20937.7,18000.0,386,4058.89
102517,19632.55,19400.0,29,460.89
121666,19742.35,18800.0,0,977.57
115451,19727.05,18300.0,0,1418.07
103802,19428.3,20550.0,20,7.15
90206,19711.45,18900.0,17,883.41
105318,19465.0,19500.0,29,273.31
146743,19443.5,18800.0,22,783.1
133962,19751.05,21700.0,13,2.19
115091,19611.05,14000.0,22,5547.75
100449,19517.0,19400.0,55,511.78
90078,19711.45,19200.0,10,579.06
104207,19434.55,20200.0,3,4.51
120957,19901.4,19000.0,1,965.38
170856,21255.05,21200.0,21,320.54
113800,19528.8,19500.0,17,229.06
128785,19436.1,21200.0,57,15.59
168104,21418.65,20800.0,24,811.77
80665,18817.4,23000.0,93,9.76
121259,19901.4,20100.0,15,122.64
152474,19783.4,21250.0,9,2.09
154916,19794.7,19900.0,34,278.17
76688,18816.7,17650.0,2,1150.35
80021,18817.4,13000.0,2,5682.98
126028,19523.55,21700.0,63,11.08
92680,19979.15,19700.0,28,477.84
91890,19833.15,19050.0,43,983.6
82055,19189.05,19300.0,90,519.81
76721,18816.7,19300.0,2,4.93
145220,19411.75,20700.0,17,5.28
134890,19731.75,20050.0,45,235.28
83943,19398.5,20550.0,8,2.59
167502,21456.65,21300.0,76,675.33
135591,19811.5,20900.0,44,33.82
86993,19439.4,20850.0,2,0.92
107997,19396.45,18300.0,37,1246.37
112831,19253.8,18900.0,56,699.05
125205,19716.45,19900.0,64,364.23
119807,20192.35,21100.0,13,7.03
122143,19742.35,21550.0,28,4.65
142982,18989.15,19600.0,22,36.36
101692,19570.85,19800.0,23,151.16
80723,18817.4,19500.0,911,2712.15
118451,20070.0,21450.0,15,3.43
74526,18755.9,18500.0,29,468.21
142549,19079.6,18900.0,86,733.36
127957,19436.1,21150.0,8,1.56
102025,19570.85,17000.0,506,3995.59
122381,19742.35,20000.0,189,940.09
170212,21150.15,21800.0,71,249.89
101655,19570.85,16800.0,23,2814.74
86332,19355.9,18850.0,10,582.18
139180,19122.15,18950.0,36,470.09
131495,19689.85,19200.0,2,544.39
150048,19765.2,18100.0,0,1674.98
165647,20926.35,21900.0,43,50.35
116378,19819.95,18100.0,20,1774.39
98779,19526.55,19950.0,29,108.73
108364,19444.0,17000.0,8,2440.51
167277,21456.65,22300.0,27,32.31
111614,19347.45,19250.0,1,148.08
144152,19133.25,19400.0,84,414.77
73602,18716.15,19150.0,9,24.07
158770,20686.8,20000.0,17,822.62
156989,20133.15,19450.0,14,786.36
166258,21182.7,22300.0,14,6.78
95187,19680.6,20650.0,65,96.33
133278,19794.0,20000.0,14,104.74
105340,19465.0,18500.0,43,1142.71
96052,19659.9,20750.0,63,72.77
105756,19365.25,20950.0,7,1.37
78504,18771.25,18600.0,35,443.1
146054,19406.7,21000.0,23,4.36
158950,20686.8,18000.0,24,2772.48
85021,19497.3,19950.0,21,45.68
144055,19133.25,20500.0,56,33.17
128795,19436.1,21500.0,57,10.53
91393,19833.15,18800.0,1,1015.4
90606,19711.45,22000.0,528,895.1
125749,19523.55,19900.0,21,80.09
164417,20906.4,17000.0,16,3953.56
162251,20901.15,22100.0,28,13.4
171265,21255.05,18000.0,189,3789.87
155560,19889.7,15000.0,30,4922.36
100135,19517.0,20550.0,13,5.72
81418,18972.1,17000.0,92,2268.18
115801,19727.05,19700.0,21,251.35
148116,19425.35,18000.0,20,1515.08
93620,19745.0,19900.0,69,432.63
147728,19395.3,24000.0,49,4.68
105344,19465.0,18900.0,43,805.18
77725,18856.85,20350.0,22,4.3
166997,21456.65,21150.0,13,465.57
162238,20901.15,21450.0,28,73.16
171563,21349.4,21950.0,13,31.67
143318,18989.15,18900.0,85,662.86
151935,19694.0,19800.0,24,227.99
123140,19674.55,19150.0,3,577.88
103342,19543.1,21000.0,49,19.8
116298,19819.95,20400.0,13,22.19
101400,19570.85,20800.0,2,1.16
110697,19306.05,20700.0,31,7.92
154262,19802.0,18400.0,35,1556.02
86133,19331.8,17500.0,174,2439.46
94735,19680.6,18850.0,9,890.69
131880,19689.85,21100.0,23,5.97
87097,19439.4,19950.0,9,19.43
78765,18665.5,17900.0,6,805.65
138102,19281.75,19100.0,10,332.59
107354,19393.6,18950.0,38,675.15
146553,19443.5,19750.0,8,40.17
82523,19322.55,16400.0,24,2938.9
85733,19331.8,19450.0,20,179.9
144305,19230.6,21300.0,6,0.93
121132,19901.4,20300.0,8,29.43
102666,19632.55,18500.0,78,1444.78
75443,18826.0,18450.0,6,433.84
135536,19811.5,21300.0,30,7.69
168105,21418.65,20850.0,24,767.35
141514,19140.9,19100.0,31,355.79
144033,19133.25,19400.0,56,304.55
97317,19753.8,20800.0,31,19.39
126386,19638.3,19500.0,20,329.71
81964,19189.05,19000.0,62,580.04
146914,19443.5,19000.0,50,751.74
172484,21441.35,20600.0,16,973.45
146755,19443.5,19400.0,22,281.77
79116,18665.5,16400.0,34,2354.38
101479,19570.85,19150.0,9,511.9
103563,19428.3,20100.0,6,6.25
95151,19680.6,15000.0,65,4776.04
97555,19753.8,11000.0,150,8827.58
117452,19993.2,19100.0,2,914.96
111220,19342.65,20800.0,16,3.18
104449,19434.55,20300.0,17,9.47
133501,19794.0,18400.0,49,1596.65
79124,18665.5,17500.0,34,1307.23
108531,19444.0,19650.0,15,98.14
152662,19783.4,20400.0,23,36.85
112323,19253.8,21350.0,0,-0.26
162690,20969.4,20600.0,13,522.26
174284,21778.7,22750.0,14,7.85
156081,20096.6,19900.0,8,307.06
92495,19979.15,17800.0,14,2190.56
155605,19889.7,20100.0,30,196.96
81709,19189.05,18400.0,20,883.59
171400,21349.4,22800.0,6,2.05
122310,19742.35,20400.0,70,194.87
123319,19674.55,20700.0,10,4.84
75206,18688.1,20200.0,28,5.93
148252,19425.35,19150.0,27,496.38
133776,19751.05,19050.0,6,753.82
98632,19526.55,20800.0,15,4.25
131262,19512.35,20950.0,52,25.57
123312,19674.55,20350.0,10,11.51
169457,21150.15,22400.0,1,2.12
164601,20906.4,20500.0,23,604.8
110323,19306.05,19450.0,3,44.0
137996,19281.75,20450.0,3,1.52
161299,20937.7,20950.0,29,315.77
126497,19638.3,19350.0,27,500.82
87975,19384.3,19150.0,15,378.28
135684,19811.5,19900.0,72,455.87
125034,19716.45,18400.0,29,1428.46
157543,20267.9,20000.0,6,354.34
121086,19901.4,17700.0,8,2272.22
93833,19672.35,19800.0,3,59.94
135866,19671.1,21600.0,1,0.08
135861,19671.1,21350.0,1,0.34
152906,19783.4,20150.0,65,298.23
163808,20997.1,22000.0,24,18.27
132378,19811.35,20850.0,8,4.37
99639,19381.65,21250.0,28,4.26
167861,21418.65,21800.0,10,45.69
167324,21456.65,21550.0,34,313.9
91099,19749.25,16800.0,44,3045.57
144161,19133.25,20500.0,84,71.86
119296,20103.1,20450.0,21,79.68
105753,19365.25,20800.0,7,1.54
100123,19517.0,19950.0,13,31.97
120067,20192.35,20300.0,41,310.25
151197,19731.8,20950.0,20,6.95
78325,18771.25,18700.0,14,230.21
156632,20096.6,16000.0,120,4369.45
131956,19689.85,19150.0,51,834.05
141875,19079.6,18250.0,2,888.57
124437,19664.7,20800.0,65,66.49
144281,19230.6,20100.0,6,4.96
122610,19674.25,19600.0,13,242.88
143564,19133.25,17800.0,7,1359.07
88467,19413.75,19750.0,0,9.82
121141,19901.4,20750.0,8,6.09
117045,19996.35,20150.0,17,134.37
100681,19597.3,19550.0,3,137.15
86602,19355.9,19600.0,24,138.22
92750,19979.15,19750.0,42,510.4
154160,19802.0,20750.0,21,12.25
122176,19742.35,18900.0,35,1045.15
162412,20901.15,20500.0,84,907.21
96959,19753.8,21150.0,3,1.08
154260,19802.0,18200.0,35,1749.98
94618,19680.6,21150.0,2,0.94
158258,20686.8,19150.0,3,1551.28
127569,19528.75,21000.0,268,588.99
135477,19811.5,19950.0,23,186.08
117256,19996.35,21050.0,45,39.65
98488,19526.55,18850.0,8,747.68
76554,18755.45,17500.0,73,1534.95
120746,20133.3,20350.0,38,244.19
133117,19794.0,18200.0,7,1641.21
154934,19794.7,20800.0,34,25.3
132197,19689.85,24000.0,443,230.54
96727,19646.05,20300.0,62,155.56
120694,20133.3,20100.0,31,327.39
103584,19428.3,21150.0,6,1.17
87212,19439.4,19100.0,16,466.83
111105,19342.65,18950.0,9,478.62
132520,19811.35,21600.0,15,2.61
168487,21418.65,21000.0,374,2093.13
155590,19889.7,19350.0,30,736.77
125777,19523.55,21600.0,21,2.52
83324,19389.0,18100.0,23,1361.61
108303,19444.0,21100.0,1,0.47
123703,19674.55,20500.0,66,123.56
148591,19443.55,19900.0,3,8.74
98475,19526.55,18000.0,8,1552.94
96714,19646.05,19600.0,62,490.55
134891,19731.75,20100.0,45,212.86
137057,19624.7,21100.0,42,12.57
78070,18771.25,20350.0,0,0.17
123444,19674.55,21550.0,17,2.55
122069,19742.35,19600.0,21,363.37
161785,20901.15,19450.0,7,1520.13
122196,19742.35,20100.0,35,177.02
100146,19517.0,21100.0,13,2.38
170090,21150.15,22200.0,36,34.7
160279,20855.1,21400.0,23,52.2
147805,19395.3,19400.0,77,548.52
165010,20926.35,21050.0,1,51.16
87948,19384.3,17300.0,15,2140.52
160399,20855.1,20300.0,30,769.99
105827,19365.25,17800.0,14,1611.95
136500,19671.1,22000.0,435,691.69
136209,19671.1,19700.0,29,289.67
85859,19331.8,19600.0,27,155.16
172386,21441.35,21600.0,9,117.35
167655,21418.65,20700.0,3,773.55
151960,19694.0,21200.0,24,5.88
80420,18817.4,19950.0,23,7.31
118185,20070.0,21000.0,1,3.03
162042,20901.15,18900.0,21,2113.15
149557,19675.45,20650.0,15,6.95
129505,19545.75,19850.0,14,64.14
142292,19079.6,19350.0,30,188.08
148030,19425.35,19500.0,13,154.36
112722,19253.8,21050.0,28,4.42
102304,19632.55,19800.0,15,118.1
168893,21453.1,21200.0,16,431.73
125683,19523.55,21400.0,14,2.16
134407,19751.05,20000.0,167,835.44
133778,19751.05,19150.0,6,665.02
161302,20937.7,21100.0,29,235.77
74093,18755.9,17350.0,1,1394.12
95559,19659.9,20100.0,7,21.01
120318,20133.3,21000.0,3,3.98
73711,18716.15,18400.0,16,443.78
127243,19528.75,20550.0,23,11.07
140023,18857.25,18600.0,35,560.69
80754,18972.1,17500.0,0,1460.74
111615,19347.45,19300.0,1,113.19
106302,19365.25,24000.0,497,240.57
163202,20969.4,20000.0,83,1373.8
76455,18755.45,18000.0,38,949.06
83506,19389.0,19150.0,58,588.18
145188,19411.75,19100.0,17,475.75
103820,19428.3,21450.0,20,2.52
85408,19497.3,18500.0,357,2342.48
137476,19542.65,21200.0,13,2.37
89284,19564.5,20950.0,6,1.5
96582,19646.05,19750.0,34,272.58
118797,20070.0,13000.0,106,7138.3
168687,21453.1,19400.0,9,2112.21
93846,19672.35,20450.0,3,4.88
136931,19624.7,21150.0,21,4.16
160647,20855.1,21000.0,114,655.78
167410,21456.65,22550.0,41,37.34
103425,19543.1,19400.0,77,637.69
109968,19265.8,19800.0,27,57.85
165272,20926.35,18600.0,15,2396.37
107383,19393.6,20400.0,38,26.78
135110,19731.75,18000.0,437,3186.5
90365,19711.45,18600.0,45,1274.05
157008,20133.15,20400.0,14,78.81
147185,19395.3,20600.0,0,0.85
106092,19365.25,19800.0,42,168.66
147810,19395.3,19900.0,77,277.71
109839,19265.8,20000.0,13,11.89
91373,19833.15,17350.0,1,2450.46
117400,19996.35,19000.0,199,1826.87
88190,19384.3,19000.0,50,692.87
83597,19389.0,18000.0,86,1689.79
80357,18817.4,20000.0,16,4.93
166686,21182.7,22000.0,77,179.81
111532,19342.65,18500.0,121,1396.9
162879,20969.4,24000.0,20,2.15
169996,21150.15,22450.0,29,13.91
168755,21453.1,22850.0,9,2.71
92021,19833.15,20000.0,71,391.92
167330,21456.65,21950.0,34,132.27
83791,19398.5,19750.0,1,8.99
107622,19396.45,19400.0,2,91.52
86648,19355.9,19100.0,31,485.34
94544,19680.6,17100.0,2,2562.98
83086,19389.0,18000.0,9,1387.96
168926,21453.1,22850.0,16,5.17
79686,18691.2,20350.0,17,2.55
117441,19993.2,18350.0,2,1670.78
146213,19406.7,20550.0,51,48.12
88211,19384.3,20200.0,50,86.61
89380,19564.5,18550.0,13,1048.36
127579,19528.75,20000.0,450,1684.18
156894,20133.15,20500.0,7,28.13
132473,19811.35,19250.0,15,673.18
114656,19574.9,20300.0,51,106.27
109047,19386.7,17400.0,7,2022.09
168725,21453.1,21350.0,9,246.03
134031,19751.05,19000.0,20,879.16
143052,18989.15,19200.0,29,210.03
84166,19398.5,19800.0,22,62.31
102565,19632.55,19400.0,50,567.11
135976,19671.1,20600.0,8,4.89
153026,19811.85,19500.0,1,381.3
151532,19731.8,19000.0,132,1391.38
132665,19811.35,19800.0,29,310.9
136074,19671.1,19600.0,15,252.94
112985,19435.3,18800.0,6,671.79
99585,19381.65,18550.0,28,987.18
163294,20969.4,18000.0,384,4089.17
79598,18691.2,20100.0,10,1.92
84894,19497.3,19900.0,14,32.21
127339,19528.75,20100.0,30,66.61
81145,18972.1,19100.0,22,176.79
125067,19716.45,20350.0,29,46.34
125964,19523.55,19900.0,35,165.51
100031,19517.0,21300.0,6,1.05
149814,19675.45,20100.0,43,190.69
174983,21731.4,21350.0,13,535.36
93612,19745.0,19450.0,69,745.21
82356,19322.55,20250.0,10,5.3
141438,19140.9,19250.0,24,227.89
171062,21255.05,22800.0,35,11.67
141108,19140.9,18400.0,3,798.72
105645,19365.25,21450.0,0,-0.26
99169,19381.65,19750.0,0,9.97
146186,19406.7,19200.0,51,570.98
131541,19689.85,21500.0,2,0.51
87532,19439.4,19100.0,79,780.25
161369,20937.7,19700.0,50,1459.2
102100,19632.55,20950.0,1,0.95
135387,19811.5,19300.0,16,633.05
144487,19230.6,19250.0,20,236.05
78177,18771.25,18700.0,7,174.4
129519,19545.75,20550.0,14,6.44
105751,19365.25,20700.0,7,1.65
137606,19542.65,20100.0,27,54.28
149172,19443.55,19300.0,73,624.15
163955,20997.1,22450.0,45,18.49
96847,19646.05,22000.0,153,73.49
143081,18989.15,20650.0,29,5.9
150858,19765.2,22000.0,224,234.16
78174,18771.25,18550.0,7,311.55
100211,19517.0,19550.0,20,223.05
118452,20070.0,21500.0,15,3.01
88306,19384.3,20200.0,78,156.46
173865,21778.7,18300.0,0,3449.06
155624,19889.7,21050.0,30,12.76
136079,19671.1,19850.0,15,119.21
117462,19993.2,19600.0,2,438.26
86955,19439.4,18950.0,2,526.09
165012,20926.35,21150.0,1,25.41
106328,19310.15,18800.0,6,562.52
82358,19322.55,20350.0,10,4.31
110952,19342.65,18600.0,2,749.44
170224,21150.15,22750.0,71,49.91
108887,19444.0,19000.0,218,1457.87
101489,19570.85,19650.0,9,121.86
143361,18989.15,19000.0,148,905.54
98364,19526.55,19500.0,1,110.27
144034,19133.25,19450.0,56,280.88
152054,19694.0,19550.0,38,466.5
136222,19671.1,21200.0,29,6.76
166231,21182.7,20950.0,14,397.26
147675,19395.3,18750.0,49,928.11
127342,19528.75,20500.0,30,24.03
135158,19811.5,20100.0,2,18.95
147868,19395.3,22000.0,231,168.46
111202,19342.65,19400.0,16,171.74
162536,20969.4,19950.0,6,1078.0
74402,18755.9,20250.0,15,2.7
110802,19306.05,18750.0,59,871.68
105342,19465.0,18800.0,43,888.13
113898,19528.8,20700.0,24,7.71
108299,19444.0,20900.0,1,0.78
173861,21778.7,17900.0,0,3837.99
95861,19659.9,17500.0,35,2286.16
126998,19528.75,19200.0,9,436.67
101337,19597.3,23000.0,507,487.44
97957,19733.55,21500.0,23,3.53
92501,19979.15,18900.0,14,1113.57
132949,19811.35,22000.0,442,754.65
96938,19753.8,20100.0,3,15.69
155454,19889.7,20700.0,16,12.44
170069,21150.15,21150.0,36,410.85
136490,19671.1,22000.0,253,284.49
155356,19889.7,20700.0,9,6.57
106985,19393.6,19950.0,3,5.67
114231,19574.9,20350.0,2,4.41
90091,19711.45,19850.0,10,93.18
113245,19435.3,17800.0,27,1722.87
152192,19694.0,20250.0,66,221.45
112324,19253.8,21400.0,0,-0.31
79245,18665.5,18600.0,69,529.12
143735,19133.25,20700.0,14,2.6
89773,19564.5,19200.0,76,782.48
85717,19331.8,18650.0,20,811.51
147640,19395.3,20300.0,28,24.96
106200,19365.25,19900.0,70,228.04
166191,21182.7,18900.0,14,2359.47
90488,19711.45,19600.0,73,577.74
173936,21778.7,22050.0,0,22.89
111761,19347.45,19450.0,8,96.87
82731,19322.55,20100.0,59,107.92
153630,19811.85,20000.0,64,371.79
175354,21731.4,22650.0,34,36.37
140684,19047.25,19300.0,27,174.41
105125,19465.0,18400.0,15,1117.08
147159,19395.3,19300.0,0,178.21
112302,19253.8,20300.0,0,1.17
99124,19381.65,17200.0,0,2180.39
84578,19497.3,17150.0,0,2312.71
124590,19716.45,19650.0,1,128.05
75045,18688.1,19400.0,14,12.63
136473,19671.1,19000.0,162,1461.72
98012,19733.55,19850.0,30,236.31
157387,20133.15,19850.0,56,650.49
152451,19783.4,20100.0,9,45.66
145073,19411.75,18650.0,10,832.53
172011,21349.4,22500.0,69,89.58
113309,19435.3,21300.0,27,3.98
76173,18755.45,16700.0,10,2103.14
115718,19727.05,20950.0,14,4.46
144505,19230.6,20200.0,20,10.31
150683,19765.2,21300.0,42,12.75
99322,19381.65,20100.0,7,6.28
168999,21453.1,21800.0,23,118.91
75596,18826.0,19150.0,13,43.43
158236,20686.8,18000.0,3,2686.86
152958,19783.4,19000.0,128,1410.27
153911,19802.0,19350.0,7,541.67
134422,19751.05,20000.0,258,1193.18
156502,20096.6,20650.0,36,100.79
136720,19624.7,20850.0,7,1.95
119664,20192.35,21150.0,6,4.25
80216,18817.4,17600.0,9,1227.87
125329,19716.45,20000.0,819,2792.31
74337,18755.9,11000.0,15,7604.15
139485,18857.25,17600.0,0,1305.19
151757,19694.0,20850.0,10,4.18
113524,19435.3,18500.0,118,1464.47
170312,21150.15,21000.0,372,1944.12
152204,19694.0,21250.0,66,33.64
152557,19783.4,19100.0,16,807.47
137424,19542.65,18100.0,13,1490.3
75979,18826.0,20000.0,104,131.06
80329,18817.4,18350.0,16,567.15
102547,19632.55,15000.0,50,4693.31
171010,21255.05,20200.0,35,1253.17
126529,19638.3,21000.0,27,7.48
75411,18688.1,21000.0,560,933.75
154545,19794.7,19950.0,6,71.63
84898,19497.3,20100.0,14,21.64
102752,19632.55,21000.0,505,1285.68
118273,20070.0,19250.0,8,849.47
172806,21441.35,22500.0,37,31.19
135005,19731.75,19900.0,73,418.44
165639,20926.35,21500.0,43,135.13
107647,19396.45,20650.0,2,1.03
83116,19389.0,19700.0,9,33.65
78017,18771.25,17700.0,0,1078.95
122293,19742.35,18500.0,70,1538.18
146036,19406.7,20100.0,23,29.74
164456,20906.4,20400.0,16,656.39
105603,19365.25,19350.0,0,99.16
117459,19993.2,19450.0,2,581.21
140511,19047.25,19500.0,13,31.7
146788,19443.5,21050.0,22,4.03
135592,19811.5,20950.0,44,28.3
104211,19434.55,20400.0,3,2.8
125524,19523.55,19350.0,7,289.06
122207,19742.35,20650.0,35,35.28
93509,19745.0,20650.0,41,53.18
78816,18665.5,22000.0,6,0.46
108949,19386.7,19550.0,0,24.14
149173,19443.55,19400.0,73,556.24
106349,19310.15,19850.0,6,10.91
125536,19523.55,19950.0,7,22.15
172214,21441.35,22450.0,2,4.3
146921,19443.5,19350.0,50,472.3
109251,19386.7,21100.0,14,2.37
143608,19133.25,20200.0,7,3.43
88289,19384.3,18700.0,78,1077.68
165013,20926.35,21200.0,1,20.96
169460,21150.15,22550.0,1,1.27
155627,19889.7,21200.0,30,10.09
75447,18826.0,18650.0,6,246.5
166216,21182.7,20200.0,14,1071.96
79349,18665.5,20000.0,552,1396.14
173496,21654.75,17800.0,29,3944.03
136970,19624.7,20000.0,28,114.55
86995,19439.4,20950.0,2,0.81
147677,19395.3,18850.0,49,843.75
168473,21418.65,22000.0,192,782.77
74219,18755.9,17400.0,8,1375.41
123576,19674.55,20400.0,31,41.85
