Index Name,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield,TIMESTAMP
Nifty Smallcap250 Quality 50,-,-,-,18439.28,7.34,.04,57359339,3060.41,21.6,4.35,1.63,2023-08-18
NIFTY100 ESG,3621.45,3624.05,3604.25,3611.85,-20.0,-.55,333355685,25187.6,27.09,5.72,1.35,2023-08-18
NIFTY100 Enhanced ESG,-,-,-,3639.83,-20.58,-.56,294585902,22131.14,27.81,5.82,1.35,2023-08-18
NIFTY50 Equal Weight,22693.5,22754.05,22604.55,22675.15,-72.95,-.32,256142364,25641.41,19.74,4.31,1.69,2023-08-18
Nifty 50 Futures Index,-,-,-,5786.66,-18.68,-.32,-,-,-,-,-,2023-08-18
Nifty 50 Arbitrage,-,-,-,2193.0,0.86,.04,-,-,-,-,-,2023-08-18
Nifty Aditya Birla Group,-,-,-,5747.86,-27.01,-.47,69176739,612.33,847.96,6.7,.48,2023-08-18
Nifty 8-13 yr G-Sec,2450.44,2456.14,2450.44,2456.14,6.18,.25,-,-,-,-,-,2023-08-18
Nifty 4-8 yr G-Sec Index,2659.07,2663.96,2659.07,2663.19,4.63,.17,-,-,-,-,-,2023-08-18
Nifty 11-15 yr G-Sec Index,2683.77,2690.26,2683.77,2688.91,5.67,.21,-,-,-,-,-,2023-08-18
Nifty 15 yr and above G-Sec Index,2919.41,2931.52,2918.25,2931.52,12.69,.43,-,-,-,-,-,2023-08-18
Nifty Composite G-sec Index,2525.29,2530.76,2525.29,2530.76,5.96,.24,-,-,-,-,-,2023-08-18
Nifty 10 yr Benchmark G-Sec,2170.62,2176.58,2170.62,2175.82,5.63,.26,-,-,-,-,-,2023-08-18
Nifty 10 yr Benchmark G-Sec (Clean Price),868.17,870.56,868.17,870.26,2.08,.24,-,-,-,-,-,2023-08-18
Nifty 1D Rate Index,-,-,-,2168.46,0.4,.02,-,-,-,-,-,2023-08-18
Nifty50 USD,-,-,-,8051.33,-18.86,-.23,-,-,-,-,-,2023-08-18
Nifty 50,19320.65,19425.95,19296.3,19393.6,83.45,.43,262589133,20738.75,22.42,4.66,1.37,2023-08-21
Nifty Next 50,43756.35,44064.6,43691.05,44033.9,352.9,.81,146142199,5649.57,25,4.42,1.54,2023-08-21
Nifty 100,19224.05,19333.2,19205.25,19303.4,94.05,.49,408731332,26388.31,22.94,4.68,1.38,2023-08-21
Nifty 200,10245.7,10305.05,10235.5,10290.75,55.1,.54,1053206803,37635.43,22.92,4.41,1.35,2023-08-21
Nifty 500,16780.75,16872.55,16766.7,16852.05,94.35,.56,1765277824,51424.65,23.23,4.41,1.3,2023-08-21
Nifty Midcap 50,10847.3,10922.7,10818.3,10904.0,79.7,.74,230713276,6127.34,20.64,3.1,1.29,2023-08-21
NIFTY Midcap 100,37900.15,38160.85,37830.65,38126.4,311.0,.82,644475471,11247.12,22.76,3.3,1.21,2023-08-21
NIFTY Smallcap 100,11746,11768.85,11696.6,11756.8,73.45,.63,441995632,6240.8,21.66,3.58,1.25,2023-08-21
Nifty50 Dividend Points,-,-,-,148.23,0.0,-,-,-,-,-,-,2023-08-21
Nifty Auto,15395,15456.15,15338.65,15427.6,35.85,.23,33498345,2461.8,24.52,5.86,1.1,2023-08-21
Nifty Bank,43952.85,44113.8,43862,44002.0,150.95,.34,126311003,6152.35,16.53,2.95,.85,2023-08-21
Nifty Energy,26324.95,26483.4,26282.6,26462.35,160.15,.61,144130260,5278.86,10.84,2.41,2.93,2023-08-21
Nifty Financial Services,19511.45,19622,19470.8,19571.5,90.25,.46,94471007,7903.61,18.7,3.84,.86,2023-08-21
Nifty FMCG,51516.85,51853.55,51409.4,51799.0,334.25,.65,17494156,1421.22,43.19,12.55,1.82,2023-08-21
Nifty IT,30626.25,30987.65,30597.05,30937.55,333.5,1.09,12871939,2152.18,26.02,8.49,2.57,2023-08-21
Nifty Media,2264.1,2264.1,2235.75,2245.05,-6.5,-.29,74380726,740.29,-,3.36,.68,2023-08-21
Nifty Metal,6534.35,6587.85,6513,6578.4,84.7,1.3,80483093,3988.3,23.84,2.1,3.18,2023-08-21
Nifty MNC,21733.5,21820.35,21671.5,21797.45,113.0,.52,21870336,2079.94,36.71,7.77,2.41,2023-08-21
Nifty Pharma,15262.55,15375.25,15241.05,15333.35,61.85,.41,13238831,1295.38,32.35,5.16,.85,2023-08-21
Nifty PSU Bank,4613.55,4623.6,4566.2,4574.5,-29.35,-.64,162568429,1655.46,7.51,1.1,2.29,2023-08-21
Nifty Realty,529.8,536.4,529.5,535.45,5.25,.99,8968502,387.24,79.1,3.95,.33,2023-08-21
Nifty India Consumption,8219.35,8283.9,8209.3,8275.45,58.45,.71,64790042,5056.51,40.2,8.75,1.17,2023-08-21
Nifty Commodities,6198.25,6239.75,6191.55,6235.3,53.5,.87,218672141,7370.15,14,2.36,2.43,2023-08-21
Nifty Dividend Opportunities 50,4366.25,4402.65,4360.9,4397.9,39.15,.9,274500732,6523.07,15.21,3.15,3.47,2023-08-21
Nifty Infrastructure,5976.1,6014.8,5966.05,6008.95,33.7,.56,185809965,8165.06,18.98,3.38,1.33,2023-08-21
Nifty PSE,5388.45,5446.35,5374.9,5441.55,68.65,1.28,137757634,2652.22,7.9,1.74,4.21,2023-08-21
Nifty Services Sector,24617.25,24814.9,24582.75,24769.1,197.45,.8,139151120,12312.47,21.69,4.54,1.35,2023-08-21
Nifty50 Shariah,-,-,-,4077.37,33.61,.83,61968368,6212.48,23.07,5.47,2.29,2023-08-21
Nifty500 Shariah,-,-,-,5573.69,44.84,.81,392019178,17151.83,27.22,5.42,1.62,2023-08-21
Nifty Low Volatility 50,-,-,-,18171.62,77.81,.43,178060426,12828.37,26.59,5.36,1.44,2023-08-21
Nifty Alpha 50,33742.1,33813.6,33608.2,33778.5,140.15,.42,292402051,5497.78,16.09,2.65,1.44,2023-08-21
Nifty High Beta 50,-,-,-,2709.54,27.82,1.04,429775419,13120.1,17.74,2.02,1.7,2023-08-21
Nifty100 Equal Weight,22430.1,22598.8,22408,22574.05,175.55,.78,408731332,26388.31,23.03,4.56,1.46,2023-08-21
Nifty100 Liquid 15,5091.6,5140.35,5089.7,5131.6,34.35,.67,167284167,11871.03,23.44,3.77,.99,2023-08-21
Nifty CPSE,3445.6,3484.35,3436.7,3480.5,46.7,1.36,60298384,1316.49,8.34,1.92,5.32,2023-08-21
Nifty50 Value 20,9965.55,10056.2,9953.15,10045.5,98.85,.99,83072689,3722.58,18.8,4.28,3.02,2023-08-21
Nifty Midcap Liquid 15,8908.65,8962.2,8884.05,8939.8,50.85,.57,52251703,2384.08,26.44,3.5,.87,2023-08-21
Nifty Shariah 25,-,-,-,6605.68,54.78,.84,49674946,5931.37,23.5,6.02,2.23,2023-08-21
India VIX,12.1425,12.59,11.1725,11.96,-0.18,-1.5,-,-,-,-,-,2023-08-21
Nifty Growth Sectors 15,9653.5,9723.15,9643.6,9708.95,57.65,.6,33329333,3123.34,32.53,8.94,2.11,2023-08-21
Nifty50 TR 1x Inverse,203.35,203.6,202.25,202.55,-0.85,-.42,-,-,-,-,-,2023-08-21
Nifty50 TR 2x Leverage,13726.95,13875.7,13692.75,13830.6,120.7,.88,-,-,-,-,-,2023-08-21
Nifty50 PR 1x Inverse,242.1,242.4,240.8,241.2,-0.9,-.37,-,-,-,-,-,2023-08-21
Nifty50 PR 2x Leverage,9661,9765.75,9636.85,9733.95,78.1,.81,-,-,-,-,-,2023-08-21
NIFTY100 Quality 30,4303.55,4331.15,4298.05,4326.4,21.9,.51,45252637,5832.71,27.53,8.97,2.11,2023-08-21
Nifty Mahindra Group,-,-,-,21233.4,9.09,.04,6573250,512.08,18.89,4.38,2.05,2023-08-21
Nifty 50 Futures TR Index,-,-,-,20790.68,84.92,.41,-,-,-,-,-,2023-08-21
Nifty Tata Group,-,-,-,14174.58,132.36,.94,62730820,2810.21,34.51,8.23,2.21,2023-08-21
Nifty Tata Group 25% Cap,-,-,-,11764.21,110.72,.95,55360092,2415.46,40.49,5.41,1.54,2023-08-21
Nifty Private Bank,22678.5,22800.25,22639.45,22752.1,127.8,.56,90283836,5299.78,17.78,3.03,.66,2023-08-21
Nifty Smallcap 250,11392.75,11442.8,11375.3,11432.65,94.6,.83,675222029,12068.09,22.95,3.73,1.08,2023-08-21
Nifty Smallcap 50,5335.45,5343.7,5302.15,5331.95,19.55,.37,292327735,3070.22,22.97,3.65,1.76,2023-08-21
Nifty MidSmallcap 400,13220.75,13288.75,13210.9,13281.9,104.0,.79,1354380732,24949.22,24.23,3.74,1.09,2023-08-21
Nifty Midcap 150,14227.9,14311.7,14205.95,14302.15,108.7,.77,679158703,12881.13,24.96,3.75,1.09,2023-08-21
Nifty Midcap Select,8587.55,8660.4,8566.3,8627.75,57.4,.67,102461224,3505.98,24.5,3.45,.83,2023-08-21
NIFTY LargeMidcap 250,11400.4,11464.4,11387.35,11453.85,71.9,.63,1087890035,39269.45,23.94,4.15,1.23,2023-08-21
NIFTY SME EMERGE,-,-,-,9009.8,7.11,.08,-,-,56.04,6.24,.11,2023-08-21
Nifty Oil & Gas,7938.3,7957.65,7891.55,7929.8,-15.3,-.19,109002739,3730.81,9,1.88,2.61,2023-08-21
Nifty Financial Services 25/50,19892.45,20036.45,19854.6,19984.1,109.8,.55,94471007,7903.61,16.69,3.68,1.07,2023-08-21
Nifty Healthcare Index,9546.85,9637.4,9529.95,9620.45,70.95,.74,15780753,1556.52,36.36,5.69,.68,2023-08-21
Nifty500 Multicap 50:25:25,11319.05,11376.95,11309.75,11367.15,73.3,.65,1765277824,51424.65,23.42,4.14,1.23,2023-08-21
Nifty Microcap 250,14934.4,15021.1,14926.65,15004.3,124.9,.84,539487494,5847.98,28.87,2.72,.89,2023-08-21
Nifty Total Market,9400.1,9451.2,9392.45,9440.15,53.65,.57,2304765318,57272.63,23.37,4.32,1.29,2023-08-21
Nifty India Digital,6086.45,6117.6,6072.6,6107.25,33.0,.54,122679553,4115.4,110.09,8.72,1.39,2023-08-21
Nifty Mobility,-,-,-,12891.91,61.93,.48,195426052,8283.6,25.55,5.47,1.05,2023-08-21
Nifty India Defence,-,-,-,3054.84,28.65,.95,19646045,1729.42,35.42,8.18,.77,2023-08-21
Nifty Financial Services Ex-Bank,-,-,-,19101.71,190.47,1.01,69662262,3998.06,19.28,4.46,1.17,2023-08-21
Nifty Housing,-,-,-,8502.4,82.11,.98,340456559,11517.6,24.89,3.38,1.07,2023-08-21
Nifty Transportation & Logistics,-,-,-,14782.63,68.87,.47,98189501,5067.63,27.25,6.17,.93,2023-08-21
Nifty MidSmall Financial Services,-,-,-,10625.29,52.57,.5,225849802,3317.84,13.09,1.97,1.69,2023-08-21
Nifty MidSmall Healthcare,-,-,-,26046.83,296.55,1.15,18512205,1201.55,39.33,4.49,.63,2023-08-21
Nifty MidSmall IT & Telecom,-,-,-,7621.08,43.64,.58,64581103,1503.01,237.92,33.21,1.16,2023-08-21
Nifty MidSmall India Consumption,-,-,-,12828.48,105.81,.83,32915048,2388.5,59.35,6.79,.51,2023-08-21
Nifty REITs & InvITs,-,-,-,990.01,-1.95,-.2,2601987,45.21,68.5,1.13,8.34,2023-08-21
Nifty Core Housing,-,-,-,11879.41,101.12,.86,39248370,2424.44,33,4.5,.56,2023-08-21
Nifty Consumer Durables,27951.9,28132.95,27945.8,28109.2,194.6,.7,10956178,1168.21,62.03,10.9,.46,2023-08-21
Nifty Non-Cyclical Consumer,-,-,-,11845.04,78.72,.67,90238523,4339.04,57.37,11.21,.95,2023-08-21
NIFTY100 Alpha 30,-,-,-,11901.13,73.38,.62,96096194,8551.5,21.1,4.75,1.42,2023-08-21
NIFTY500 Value 50,-,-,-,8364.63,58.08,.7,387702922,5555.35,7.28,1.34,4.51,2023-08-21
Nifty100 Low Volatility 30,14850.4,14926.55,14828.15,14911.4,62.8,.42,164843794,11051.62,24.04,5.37,1.65,2023-08-21
NIFTY Alpha Low-Volatility 30,19275.8,19377.15,19248.1,19361.35,101.45,.53,87324082,6567.88,19.02,4.42,1.46,2023-08-21
NIFTY Quality Low-Volatility 30,-,-,-,13655.21,58.66,.43,45781694,5547.07,27.12,8.01,2.1,2023-08-21
NIFTY Alpha Quality Low-Volatility 30,-,-,-,15937.92,75.33,.47,44877836,3443.81,21.7,7.13,2.2,2023-08-21
NIFTY Alpha Quality Value Low-Volatility 30,-,-,-,13689.92,81.23,.6,82263130,6154.7,17.03,5.27,2.63,2023-08-21
NIFTY200 Quality 30,15799.85,15916.4,15779.9,15901.15,94.0,.59,32169849,3570.46,26.77,9.67,2.43,2023-08-21
NIFTY Midcap150 Quality 50,18239.55,18331.35,18220.45,18316.3,120.15,.66,21922305,2642.37,33.38,8.22,1.54,2023-08-21
Nifty200 Momentum 30,21757.65,21906.75,21688.4,21880.8,176.75,.81,135321802,4910.11,17.73,3.68,1.32,2023-08-21
Nifty India Manufacturing,9570.85,9603.7,9553.4,9596.3,38.95,.41,323401468,10634.29,25.38,4.58,1.34,2023-08-21
Nifty100 ESG Sector Leaders,3083.5,3111.6,3081.65,3107.4,25.45,.83,119228333,11370.77,26.82,5.31,1.32,2023-08-21
Nifty200 Alpha 30,-,-,-,16081.65,151.26,.95,176106752,5317.5,14.71,2.51,1.49,2023-08-21
Nifty Midcap150 Momentum 50,-,-,-,39198.12,331.89,.85,248925438,5008.7,19.06,3.53,1.11,2023-08-21
Nifty Smallcap250 Quality 50,-,-,-,18578.6,139.32,.76,43090619,1944.44,21.76,4.38,1.64,2023-08-21
NIFTY100 ESG,3614.65,3642.1,3612,3637.1,25.25,.7,338268343,20667.44,27.28,5.76,1.33,2023-08-21
NIFTY100 Enhanced ESG,-,-,-,3666.08,26.25,.72,227682535,16880.63,28.01,5.86,1.32,2023-08-21
NIFTY50 Equal Weight,22696.05,22875.45,22671.65,22846.7,171.55,.76,262589133,20738.75,19.89,4.33,1.63,2023-08-21
Nifty 50 Futures Index,-,-,-,5807.03,20.37,.35,-,-,-,-,-,2023-08-21
Nifty 50 Arbitrage,-,-,-,2195.02,2.03,.09,-,-,-,-,-,2023-08-21
Nifty Aditya Birla Group,-,-,-,5784.33,36.46,.63,59468250,521.32,853.33,6.74,.48,2023-08-21
Nifty 8-13 yr G-Sec,2457.59,2458.17,2455.31,2456.86,-0.25,-.01,-,-,-,-,-,2023-08-21
Nifty 4-8 yr G-Sec Index,2664.76,2666.21,2663.65,2665.23,0.99,.04,-,-,-,-,-,2023-08-21
Nifty 11-15 yr G-Sec Index,2690.51,2690.9,2688.5,2690.03,0.05,0,-,-,-,-,-,2023-08-21
Nifty 15 yr and above G-Sec Index,2933.29,2939.52,2932.16,2937.25,4.55,.16,-,-,-,-,-,2023-08-21
Nifty Composite G-sec Index,2532.26,2533.21,2530.44,2531.99,0.23,.01,-,-,-,-,-,2023-08-21
Nifty 10 yr Benchmark G-Sec,2177.11,2177.89,2174.32,2176.22,-0.46,-.02,-,-,-,-,-,2023-08-21
Nifty 10 yr Benchmark G-Sec (Clean Price),870.25,870.56,869.13,869.9,-0.35,-.04,-,-,-,-,-,2023-08-21
Nifty 1D Rate Index,-,-,-,2169.66,1.2,.06,-,-,-,-,-,2023-08-21
Nifty50 USD,-,-,-,8085.9,34.57,.43,-,-,-,-,-,2023-08-21
Nifty 50,19417.1,19443.5,19381.3,19396.45,2.85,.01,208704354,20226.48,22.13,4.55,1.37,2023-08-22
Nifty Next 50,44176.3,44359.7,44142.55,44324.5,290.6,.66,246731905,7611.72,25.11,4.41,1.53,2023-08-22
Nifty 100,19333.05,19364.25,19305.5,19325.45,22.05,.11,455436259,27838.2,22.7,4.58,1.37,2023-08-22
Nifty 200,10309.65,10331.2,10299.2,10317.25,26.5,.26,1384751601,40854.08,22.72,4.32,1.34,2023-08-22
Nifty 500,16886.95,16925.45,16874.8,16905.25,53.2,.32,2251643586,53418.35,23.08,4.34,1.29,2023-08-22
Nifty Midcap 50,10934.1,11015,10918.9,11009.2,105.2,.96,412662532,6648.61,20.6,3.09,1.19,2023-08-22
NIFTY Midcap 100,38263.85,38563,38237.65,38544.3,417.9,1.1,929315342,13015.88,22.84,3.26,1.15,2023-08-22
NIFTY Smallcap 100,11798.7,11861.2,11797.55,11852.5,95.7,.81,580441809,6020.01,21.86,3.61,1.24,2023-08-22
Nifty50 Dividend Points,-,-,-,148.23,0.0,-,-,-,-,-,-,2023-08-22
Nifty Auto,15445.85,15533,15422.65,15507.9,80.3,.52,31638650,2246.21,24.52,5.85,1.09,2023-08-22
Nifty Bank,44125,44151.3,43938.7,43993.25,-8.75,-.02,160746391,7997.31,15.97,2.86,.85,2023-08-22
Nifty Energy,26489.3,26648.25,26454.15,26522.1,59.75,.23,91082079,3932.98,10.86,2.4,2.92,2023-08-22
Nifty Financial Services,19626.5,19657.6,19527.4,19551.75,-19.75,-.1,123940356,10338.92,18.06,3.67,.86,2023-08-22
Nifty FMCG,51912.1,52234.5,51769.35,52141.65,342.65,.66,19633214,1755.49,43.48,12.63,1.8,2023-08-22
Nifty IT,30973.9,31024.6,30785.7,30902.4,-35.15,-.11,11442798,1817.63,25.99,8.48,2.58,2023-08-22
Nifty Media,2252.85,2270.85,2247.75,2258.35,13.3,.59,89199639,621.8,-,3.38,.78,2023-08-22
Nifty Metal,6606.35,6647.75,6596.5,6634.4,56.0,.85,88210763,4169.83,23.94,2.13,3.16,2023-08-22
Nifty MNC,21855.85,21897.55,21815.35,21862.1,64.65,.3,24479745,2305.99,36.82,7.75,2.41,2023-08-22
Nifty Pharma,15334.55,15378.2,15262.25,15302.6,-30.75,-.2,15543624,1509.75,32.29,5.05,.86,2023-08-22
Nifty PSU Bank,4586.8,4601.15,4546.5,4552.25,-22.25,-.49,134075106,1768.87,7.16,1.08,2.3,2023-08-22
Nifty Realty,537.85,540.25,535.15,536.6,1.15,.21,10916484,500.76,79.26,3.92,.33,2023-08-22
Nifty India Consumption,8293.05,8327.8,8274.15,8321.8,46.35,.56,70052574,5478.14,40.3,8.77,1.16,2023-08-22
Nifty Commodities,6251.95,6269.8,6240.55,6251.15,15.85,.25,152676032,5555.53,14.03,2.38,2.35,2023-08-22
Nifty Dividend Opportunities 50,4407.4,4413.85,4398.8,4411.3,13.4,.3,273589520,7066.55,15.19,3.15,3.43,2023-08-22
Nifty Infrastructure,6011.6,6037.6,6004.25,6024.65,15.7,.26,126648387,5679.59,19.03,3.39,1.28,2023-08-22
Nifty PSE,5455.45,5498.15,5451.4,5490.8,49.25,.91,248785874,4177.41,7.91,1.75,4.06,2023-08-22
Nifty Services Sector,24827.95,24847.6,24734.65,24756.4,-12.7,-.05,170299427,14031.46,21.24,4.38,1.35,2023-08-22
Nifty50 Shariah,-,-,-,4075.25,-2.12,-.05,57853287,6123.27,23.06,5.47,2.29,2023-08-22
Nifty500 Shariah,-,-,-,5591.04,17.35,.31,570396520,18811.13,27.29,5.41,1.61,2023-08-22
Nifty Low Volatility 50,-,-,-,18188.81,17.19,.09,129170402,12829.51,26.62,5.27,1.44,2023-08-22
Nifty Alpha 50,33861.85,34118.2,33852.8,34092.15,313.65,.93,422255090,7407.48,16.11,2.61,1.43,2023-08-22
Nifty High Beta 50,-,-,-,2733.63,24.09,.89,727700056,14810.25,17.81,2.02,1.68,2023-08-22
Nifty100 Equal Weight,22635.25,22697.4,22623.95,22663.7,89.65,.4,455436259,27838.2,22.99,4.55,1.45,2023-08-22
Nifty100 Liquid 15,5134.65,5148.8,5128.9,5136.7,5.1,.1,91602039,9735.05,22.32,3.76,.99,2023-08-22
Nifty CPSE,3488.2,3521.45,3485.4,3513.3,32.8,.94,152685514,1769.89,8.42,1.93,5.31,2023-08-22
Nifty50 Value 20,10061.6,10074.75,10029.15,10067.25,21.75,.22,83363482,3661.64,18.84,4.29,3.01,2023-08-22
Nifty Midcap Liquid 15,8957.9,9018.45,8934.05,9013.55,73.75,.82,49532384,2061.87,26.66,3.48,.86,2023-08-22
Nifty Shariah 25,-,-,-,6617.42,11.74,.18,67655818,6131.18,23.54,6.04,2.23,2023-08-22
India VIX,11.96,12.085,11.59,11.75,-0.21,-1.78,-,-,-,-,-,2023-08-22
Nifty Growth Sectors 15,9718.95,9734.3,9681.05,9722.1,13.15,.14,33770643,3107.11,32.47,8.96,2.1,2023-08-22
Nifty50 TR 1x Inverse,202.35,202.7,202.1,202.55,0.0,0,-,-,-,-,-,2023-08-22
Nifty50 TR 2x Leverage,13861.5,13898.5,13811.7,13832.05,1.45,.01,-,-,-,-,-,2023-08-22
Nifty50 PR 1x Inverse,240.95,241.4,240.65,241.2,0.0,0,-,-,-,-,-,2023-08-22
Nifty50 PR 2x Leverage,9755.75,9781.75,9720.7,9735.0,1.05,.01,-,-,-,-,-,2023-08-22
NIFTY100 Quality 30,4333.9,4339.05,4323.1,4332.45,6.05,.14,51528573,7098.59,27.45,8.79,2.11,2023-08-22
Nifty Oil & Gas,7925.7,7971.8,7906.35,7930.05,0.25,0,43907349,1874.7,9.01,1.91,2.4,2023-08-22
NIFTY SME EMERGE,-,-,-,9119.19,109.39,1.21,-,-,56.72,6.32,.11,2023-08-22
Nifty Healthcare Index,9622.7,9654.7,9592.4,9618.75,-1.7,-.02,16752643,1634.83,36.35,5.57,.68,2023-08-22
Nifty500 Multicap 50:25:25,11397.55,11431,11392.6,11424.3,57.15,.5,2251643586,53418.35,23.38,4.1,1.21,2023-08-22
Nifty Microcap 250,15072.6,15202.15,15072.4,15181.55,177.25,1.18,893001226,6023.8,29.69,2.7,.91,2023-08-22
Nifty Total Market,9460.45,9483.65,9454.4,9472.5,32.35,.34,3144644812,59442.14,23.24,4.26,1.28,2023-08-22
Nifty India Digital,6124.65,6161.45,6123.35,6149.75,42.5,.7,347836102,4502.29,113.57,8.78,1.38,2023-08-22
Nifty Mobility,-,-,-,12952.39,60.48,.47,182965630,5985.43,25.55,5.49,1.02,2023-08-22
Nifty India Defence,-,-,-,3097.97,43.13,1.41,29164277,1446.23,35.92,7.9,.75,2023-08-22
Nifty Financial Services Ex-Bank,-,-,-,19225.91,124.2,.65,96441294,5177.39,19.1,4.42,1.16,2023-08-22
Nifty Housing,-,-,-,8543.17,40.77,.48,375388457,13955.94,24.75,3.35,1.06,2023-08-22
Nifty Transportation & Logistics,-,-,-,14858.99,76.37,.52,153455963,4843.41,27.28,6.17,.92,2023-08-22
Nifty MidSmall Financial Services,-,-,-,10738.68,113.39,1.07,260809453,3896.26,13.03,1.92,1.67,2023-08-22
Nifty MidSmall Healthcare,-,-,-,26142.52,95.69,.37,20156072,1264.91,39.53,4.38,.65,2023-08-22
Nifty MidSmall IT & Telecom,-,-,-,7685.95,64.88,.85,250509062,1690.63,263.61,33.03,1.15,2023-08-22
Nifty MidSmall India Consumption,-,-,-,12959.04,130.56,1.02,24629379,1962.76,59.96,6.76,.51,2023-08-22
Nifty REITs & InvITs,-,-,-,989.19,-0.82,-.08,2827853,41.02,68.44,1.13,8.35,2023-08-22
Nifty Core Housing,-,-,-,11931.72,52.31,.44,37416779,2751.08,33.15,4.51,.56,2023-08-22
Nifty Consumer Durables,28212.7,28330.15,28054.95,28303.75,194.55,.69,9007810,1216.07,62.17,10.98,.46,2023-08-22
Nifty Non-Cyclical Consumer,-,-,-,11929.9,84.85,.72,153327065,5371.15,57.78,11.23,.95,2023-08-22
NIFTY100 Alpha 30,-,-,-,11963.6,62.47,.52,125902622,10490.2,20.95,4.72,1.41,2023-08-22
NIFTY500 Value 50,-,-,-,8380.87,16.24,.19,356868331,5672.19,7.22,1.35,4.37,2023-08-22
Nifty100 Low Volatility 30,14938.65,14952.8,14901.3,14924.15,12.75,.09,110107706,10660.21,24.06,5.3,1.65,2023-08-22
NIFTY Alpha Low-Volatility 30,19391.35,19439.7,19372.2,19398.45,37.1,.19,103407490,7872.19,18.54,4.38,1.46,2023-08-22
NIFTY Quality Low-Volatility 30,-,-,-,13661.1,5.89,.04,51848459,6711.63,27.07,7.9,2.1,2023-08-22
NIFTY Alpha Quality Low-Volatility 30,-,-,-,15970.35,32.43,.2,62606520,4059.16,21.31,7.03,2.2,2023-08-22
NIFTY Alpha Quality Value Low-Volatility 30,-,-,-,13718.43,28.5,.21,102010762,7478.04,16.81,5.07,2.62,2023-08-22
NIFTY200 Quality 30,15929.2,15934.95,15867.75,15902.15,1.0,.01,32195108,3667.99,26.71,9.56,2.44,2023-08-22
NIFTY Midcap150 Quality 50,18371.05,18435.85,18350.1,18423.55,107.25,.59,16612883,2511.37,33.62,8.33,1.59,2023-08-22
Nifty200 Momentum 30,21920.95,22115.4,21878.45,22098.8,218.0,1,175086308,6097.51,17.58,3.58,1.31,2023-08-22
Nifty India Manufacturing,9615.75,9652.9,9609.95,9646.5,50.2,.52,295020531,9771.13,25.47,4.56,1.34,2023-08-22
Nifty100 ESG Sector Leaders,3112.45,3115.4,3102.55,3111.2,3.8,.12,128264599,12270.28,26.83,5.31,1.32,2023-08-22
Nifty200 Alpha 30,-,-,-,16310.11,228.46,1.42,300365804,7255.83,14.68,2.46,1.47,2023-08-22
Nifty Midcap150 Momentum 50,-,-,-,39648.81,450.68,1.15,332480037,6802.19,18.92,3.41,1.11,2023-08-22
Nifty Smallcap250 Quality 50,-,-,-,18627.0,48.41,.26,61895091,1919.86,21.88,4.39,1.59,2023-08-22
NIFTY100 ESG,3644.4,3648.2,3637.1,3642.3,5.2,.14,372458187,22326.33,27.01,5.7,1.33,2023-08-22
NIFTY100 Enhanced ESG,-,-,-,3671.52,5.44,.15,323432872,20268.27,27.72,5.79,1.32,2023-08-22
NIFTY50 Equal Weight,22888.15,22932.15,22849.05,22873.95,27.25,.12,208704354,20226.48,19.72,4.33,1.62,2023-08-22
Nifty 50 Futures Index,-,-,-,5803.07,-3.97,-.07,-,-,-,-,-,2023-08-22
Nifty 50 Arbitrage,-,-,-,2196.34,1.31,.06,-,-,-,-,-,2023-08-22
Nifty 50 Futures TR Index,-,-,-,20780.52,-10.16,-.05,-,-,-,-,-,2023-08-22
Nifty Mahindra Group,-,-,-,21370.05,136.66,.64,10816185,579.45,19.01,4.4,2.04,2023-08-22
Nifty Aditya Birla Group,-,-,-,5800.11,15.79,.27,221710599,651.96,4465.28,6.72,.47,2023-08-22
Nifty Tata Group,-,-,-,14181.85,7.27,.05,86498082,3073.29,34.53,8.24,2.21,2023-08-22
Nifty Tata Group 25% Cap,-,-,-,11792.41,28.2,.24,55507513,2319.24,40.59,5.42,1.54,2023-08-22
Nifty Private Bank,22815,22845.6,22763.2,22793.5,41.4,.18,128690580,6928.02,17.81,2.93,.66,2023-08-22
Nifty Smallcap 250,11477.6,11520.45,11472.95,11509.7,77.05,.67,799598179,10321.79,23.19,3.75,1.07,2023-08-22
Nifty Smallcap 50,5349.95,5382.3,5348.35,5378.05,46.1,.86,398786307,3311.35,23.27,3.68,1.75,2023-08-22
Nifty MidSmallcap 400,13330.95,13411.1,13327.55,13405.3,123.4,.93,1794749360,25521.28,24.37,3.73,1.06,2023-08-22
Nifty Midcap 150,14353.15,14460.5,14343.1,14454.1,151.95,1.06,995151181,15199.5,25.03,3.72,1.05,2023-08-22
Nifty Midcap Select,8647.95,8720.05,8634.8,8715.55,87.8,1.02,117458018,3222.66,24.74,3.49,.68,2023-08-22
NIFTY LargeMidcap 250,11483.45,11528.25,11477,11522.9,69.05,.6,1450587440,43037.7,23.85,4.09,1.21,2023-08-22
Nifty Financial Services 25/50,20041.9,20132.95,19982.95,20003.35,19.25,.1,123940356,10338.92,16.23,3.57,1.07,2023-08-22
Nifty 8-13 yr G-Sec,2457.34,2458.35,2455.8,2457.72,0.86,.04,-,-,-,-,-,2023-08-22
Nifty 4-8 yr G-Sec Index,2665.74,2666.46,2664.61,2666.15,0.92,.03,-,-,-,-,-,2023-08-22
